"Title","Year","Country"
"Which transportation is best from Bangkok Suvarnabhumi Airport to Hua Hin?","2011","-1"
"Where can I find information about the company reference letter requirement for a Schengen visa?","2011","-1"
"Do US pre-paid GSM sim cards normally work in Canada?","2011","Canada"
"Zadar to Split by Any Means Possible","2011","-1"
"Volunteering opportunities when travelling overseas","2011","-1"
"What happens if RFID system in my ""biometric"" travel passport malfunctions when I cross the border?","2011","-1"
"What is the price of ferries between Bulgaria and Georgia?","2011","Georgia"
"Should I change most of my money in my home country or in the destination country? baht to canadian dollars....change in thailand or canada","2011","Thailand"
"Buses from Plovdiv, Bulgaria to Istanbul, Turkey","2011","Turkey"
"Alarm Clock without Noise? To wake up in common sleeping rooms and airports without noise?","2011","-1"
"In Bulgaria do fast food chains, convenience stores, or petrol stations typically accept credit cards for small purchases?","2011","Bulgaria"
"Hostel accommodation in Geneva","2011","-1"
"Can I drink stuff bought in duty-free shops onboard a plane?","2011","-1"
"Does an EU citizen need a visa to visit Australia for holidays?","2011","Australia"
"Does being granted a Schengen visa and not going have any consequences?","2011","-1"
"Can I use USD in Canada?","2011","Canada"
"Turning off GPS on a flight?","2011","-1"
"Is there a global online resource for campsites?","2011","-1"
"Accommodation, sights and food in Maui","2011","-1"
"Inter-state driving law references","2011","-1"
"Which Airlines Fly from London to Bangkok AND include Vancouver? (ie trans-Atlantic and Asia-Pacific routes)","2011","-1"
"What is the most interesting route from Sofia, Bulgaria to northern Albania?","2011","Bulgaria"
"How to collect Oneworld frequent flyer benefits from an RTW trip?","2011","-1"
"What are the most interesting historical sites to visit in Salt Lake City, Utah?","2011","-1"
"Getting 3rd party car insurance for Iran from Pakistan","2011","Pakistan"
"Where is the museum of socialist art in Sofia, Bulgaria?","2011","Bulgaria"
"Las Vegas - What is good to do there?","2011","-1"
"One-way tickets into the US and Canada?","2011","Canada"
"What immunisations, if any, are required / recommended for Thailand?","2011","Thailand"
"Any suggestions to ensure safety while hitchhiking?","2011","-1"
"Pass in the Alps that can be crossed by mountain bike?","2011","-1"
"How can I go from the American side to the Canadian side of Niagara Falls?","2011","-1"
"Can I take multiple cars into Mexico from the U.S.?","2011","Mexico"
"What kind of plug adapter should I use when traveling in Indonesia?","2011","Indonesia"
"Should US citizens get a visa in advance for a one-week trip to Hong Kong?","2011","-1"
"Where are campgrounds located within Kopaonik National Park, Serbia?","2011","Serbia"
"Couldn't return papers to border officials last time. Should I be afraid when going back to USA?","2011","-1"
"How to get to Old Trafford from Piccadilly station?","2011","-1"
"Driving from US to Central America","2011","-1"
"London on public transport: what kind of tickets to use?","2011","-1"
"Is it possible to build up malaria and dengue resistance?","2011","-1"
"What type of mosquito repellent is most effective?","2011","-1"
"What is the average cost of a medical evacuation?","2011","-1"
"What services do US embassies provide to travelers?","2011","-1"
"Amtrak Cascades from Seattle to Vancouver - What is the border crossing like northbound?","2011","-1"
"Can Serbian dinars be exchanged in the Republic of Macedonia?","2011","Macedonia"
"Is mozzarella liquid affected by the no fluids policy on planes?","2011","-1"
"Are there signs for Route des Grandes Alpes in Menton, Sospel or anywhere near the end of the route?","2011","-1"
"Is it possible to get a train from Georgia to Moscow?","2011","Georgia"
"Which route did the old Tbilisi-Rostov train route take and is it closed only for political reasons?","2011","-1"
"Looking for tips on how to do the Trans-Siberian on the cheap London to Beijing","2011","-1"
"Exchanging Canadian dollars for Pound Sterling","2011","-1"
"Geek stuff to do in Las Vegas","2011","-1"
"Camping around Toronto, Ontario for the new year weekend","2011","-1"
"Where can you park a camper in Munich?","2011","-1"
"What are important characteristics of a reliable and safe parabolic flight company?","2011","-1"
"How to get from London Gatwick to Cambridge on public transport?","2011","-1"
"How to research facilities/ratings of US airport lounges online?","2011","-1"
"Is there any way to get a ride on the new Japanese Maglev train in Yamanashi?","2011","Japan"
"Can a person fly to the Moon as a tourist?","2011","-1"
"Can I withdraw Euros from ATMs in the Republic of Macedonia?","2011","Macedonia"
"What would be an example of a currently possible overland route from Europe to Israel?","2011","Israel"
"Are there any perks/discounts for travelling as a couple on Air France?","2011","France"
"Are some parts of Iraq currently possible to visit for the brave, adventurous, and open-minded traveller?","2011","Iraq"
"Overland trip in Uganda with camping","2011","Uganda"
"What counts as a ""visit"" for immigration forms?","2011","-1"
"How to get from the Helsinki-Vantaa airport into Helsinki city centre?","2011","-1"
"Approx how long will it take to go to Cologne Bonn Airport from Cologne city center?","2011","-1"
"Annapurna Tilicho Lake without camping?","2011","-1"
"How to get from the North Sea to the Black Sea (or Aegean/Adriatic Sea) via inland waterways?","2011","-1"
"Can you search for a job when using a tourist visa (B-2) in the US","2011","-1"
"Cities in Europe to visit during the end of October?","2011","-1"
"What's the best way to use American Express Membership Rewards points for travel to Paris?","2011","-1"
"Can I through check my bags on separate bookings (international flights)?","2011","-1"
"How can I travel to the North Pole, cheaply?","2011","-1"
"Can you travel to the US 6 months before your tourist visa expires?","2011","-1"
"What supporting evidence is required for a Moroccan travel visa?","2011","-1"
"How to travel with a (small) child in Vietnam?","2011","Vietnam"
"How can I Travel and Teach English in Thailand?","2011","Thailand"
"What is the average temperature in Kochi during mid-October?","2011","-1"
"What is the simplest visa requirement for a New Zealander to work in Argentina?","2011","New Zealand"
"Travelling to Attu Island","2011","-1"
"Determine Cathay Pacific fare class","2011","-1"
"Getting from San Diego airport to near the Convention Centre without a car?","2011","-1"
"Trick to breaking down air routes","2011","-1"
"Connecting time at JFK","2011","-1"
"Quickest way from London to Dubai without flying?","2011","-1"
"About Different Types of Visas For ""Business"" vs ""Work"" In the U.S.?","2011","-1"
"How does the Southwest Airlines boarding process work?","2011","-1"
"Which type of visa I should apply for to visit USA as job applicant?","2011","-1"
"Where can a middle-aged couple move for a couple of years working holiday and travel base?","2011","-1"
"Is travelling to Chernobyl safe for tourists?","2011","-1"
"Maximum length of stay on a multi-entry Schengen visa?","2011","-1"
"Which countries, if any, offer on-arrival work visas?","2011","-1"
"What happens if you miss a connecting flight?","2011","-1"
"Benefits of checking in online when checking bags","2011","-1"
"Do any rental car companies provide pickup at the Amtrak Union Station in LA?","2011","-1"
"Can I listen to Air Traffic Control on a flight?","2011","-1"
"What is the difference between primary coverage and secondary coverage on a travel insurance policy?","2011","-1"
"How to choose a good travel insurance policy?","2011","-1"
"Cutting pain under eyebrow on plane landing","2011","-1"
"Is the tapwater safe to drink in Albania generally and Shkodër specifically?","2011","Albania"
"Are there any travel experiences in New Zealand that offer a Maori ""cultural immersion""?","2011","New Zealand"
"Are there any travel experiences in Australia that offer aboriginal (or Torres Strait) “cultural immersion”?","2011","Australia"
"Are there restaurants or cafes with Wi-Fi in Shkodër, Albania?","2011","Albania"
"How can I determine which airlines are relatively safe?","2011","-1"
"What is a good gift to bring from Sweden for CouchSurfing hosts?","2011","Sweden"
"How can I book the interrail passholder Eurostar fare?","2011","-1"
"Europe vacation - best places to see based on certain preferences?","2011","-1"
"What is the cheapest method to get a flight from Australia to New Zealand?","2011","New Zealand"
"Forgot baggage at Dubai. How to get it to Los Angeles?","2011","-1"
"Hostel location in Vancouver","2011","-1"
"Are there any trans-Pacific budget airlines?","2011","-1"
"Will Nagorno-Karabakh put my entry/exits stamps on a separate piece of paper?","2011","-1"
"What is the best company to go through for climbing Mt. Rainier?","2011","-1"
"Sightseeing and food in Riga","2011","-1"
"Hostels in US vs. Europe","2011","-1"
"Does the Interrail pass cover trains between Paris Gare du Nord and Franconville?","2011","-1"
"Is Honduras good for backpackers?","2011","Honduras"
"What is the cheapest and most efficient way to travel around Jamaica?","2011","Jamaica"
"What is the cheapest time of year to fly from New York to San Jose/San Francisco?","2011","-1"
